,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,name,duration,avg_pledge,deadline_year,launched_year,deadline_month,launched_month,pred_usd_pledged
43890,Games,USD,2013-12-19 16:57:20,60000.0,2013-11-19 16:57:20,336.0,failed,6,US,336.0,Crushin' Robots - NYC on Android!,30,56.0,2013,2013,12,11,8961.5322265625
43996,Publishing,USD,2016-01-20 07:34:52,1000.0,2015-12-21 07:34:52,0.0,failed,0,US,0.0,My life in the cove,30,,2016,2015,1,12,1817.593994140625
43999,Film & Video,USD,2014-12-11 09:17:27,9450.0,2014-10-27 08:17:27,2298.0,failed,45,US,2298.0,7 Day Sam,45,51.06666666666667,2014,2014,12,10,5340.45068359375
44050,Technology,GBP,2015-03-06 10:40:44,9000.0,2015-02-04 10:40:44,1.0,failed,1,GB,1.5032214,Wurld,30,1.5032214,2015,2015,3,2,5652.05615234375
44062,Publishing,USD,2016-07-27 05:58:57,1000.0,2016-06-27 05:58:57,0.0,failed,0,US,0.0,Douchecanoe Studio - A News Podcast Against Idiocy,30,,2016,2016,7,6,2260.47802734375
44122,Technology,Other,2015-08-08 03:06:17,35000.0,2015-07-09 03:06:17,969.0,failed,15,Other,725.06983152,App Compear - Switching Mobile Phones Made Easy,30,48.337988767999995,2015,2015,8,7,1872.317138671875
44126,Art,USD,2016-09-01 07:59:00,3500.0,2016-07-26 00:49:16,3557.0,successful,17,US,365.0,"""Help us share our glassblowing knowledge in Paris, France""",37,21.470588235294116,2016,2016,9,7,3442.565185546875
44131,Technology,EUR,2016-04-01 05:45:37,525.0,2016-03-02 05:45:37,1.0,failed,1,Other,1.09246038,Complaints and Gratitude Portal in Europe,30,1.09246038,2016,2016,4,3,4831.10693359375
44237,Fashion,Other,2015-04-19 02:20:07,150.0,2015-03-20 01:20:07,706.0,successful,20,Other,538.0630034,Express Your Fandom Jewellery,30,26.903150169999996,2015,2015,4,3,1795.6181640625
44300,Other,USD,2014-02-06 02:07:15,5400.0,2013-12-31 02:07:15,5941.0,successful,62,US,5941.0,Ballet Fantastique (Arch) Support!,37,95.8225806451613,2014,2013,2,12,4215.376953125
44385,Games,USD,2014-10-26 21:47:22,2000.0,2014-09-26 22:47:22,2782.0,successful,44,US,2782.0,The Maine Game Club makes Space Base!,29,63.22727272727273,2014,2014,10,9,18737.646484375
44461,Music,USD,2010-09-12 01:05:45,6145.0,2010-08-13 01:05:45,6732.0,successful,119,US,6732.0,Blue Cranes Tour by Train,30,56.57142857142857,2010,2010,9,8,2951.465576171875
44481,Art,USD,2016-03-10 18:14:12,5000.0,2016-01-25 18:14:12,1.0,failed,1,US,1.0,"""Health, Beauty and Wellness Expo 2016""",45,1.0,2016,2016,3,1,1745.1175537109375
44528,Food,USD,2015-05-20 18:03:14,100000.0,2015-04-18 18:03:14,39221.0,failed,109,US,39221.0,CLEAN CAUSE WATER - 50% PROFITS SUPPORT ADDICTION RECOVERY,32,359.8256880733945,2015,2015,5,4,13338.51953125
44562,Publishing,USD,2012-11-17 19:12:28,1500.0,2012-10-03 19:12:28,1812.0,successful,42,US,1812.0,Dream Detectives: Something Funny About the Cake,45,43.142857142857146,2012,2012,11,10,3667.05517578125
44588,Film & Video,USD,2010-05-13 18:00:00,5000.0,2010-02-20 01:52:42,255.0,failed,11,US,255.0,The Hobo Filmmaker Needs a Camera,82,23.181818181818183,2010,2010,5,2,4641.68798828125
44679,Publishing,USD,2015-04-18 19:34:47,3500.0,2015-03-19 18:34:47,4016.0,successful,42,US,4016.0,"""""""THE GIRL WITH A HEART OF GOLD""""""",30,95.61904761904762,2015,2015,4,3,16799.3984375
44684,Film & Video,USD,2010-08-11 05:19:00,1500.0,2010-07-10 05:33:52,50.0,failed,1,US,50.0,"""""""On the Rocks""""""",31,50.0,2010,2010,8,7,4742.38916015625
44748,Technology,GBP,2015-04-04 22:24:15,275000.0,2015-02-18 22:24:15,0.0,failed,0,GB,0.0,BLecret - BLOG secret - Anonymous Blogging/Sharing App,45,,2015,2015,4,2,151743.359375
44754,Film & Video,USD,2011-01-31 08:24:41,1000.0,2010-11-22 08:24:41,1025.0,successful,31,US,1025.0,Diary of a Cyborg: a Documentary about lives in syncope,70,33.064516129032256,2011,2010,1,11,3485.780517578125
44756,Other,USD,2014-08-18 05:51:15,300.0,2014-08-12 05:51:15,1.0,failed,1,US,1.0,LEGO Jewelries,6,1.0,2014,2014,8,8,-70.41938018798828
44826,Film & Video,USD,2011-08-12 19:56:31,500.0,2011-07-13 19:56:31,0.0,failed,0,US,0.0,Secret Asian Man Webseries,30,,2011,2011,8,7,3438.213134765625
44905,Technology,USD,2013-09-08 18:58:06,69000.0,2013-07-10 18:58:06,1229074.03,successful,12840,US,1229074.03,Lima: the brain of your devices,60,95.72227647975078,2013,2013,9,7,3247.208984375
45041,Publishing,CAD,2014-09-06 04:29:01,5000.0,2014-08-07 04:29:01,5146.0,successful,22,CA,4715.28252738,China's Elders: Common People in Uncommon Times,30,214.33102397181818,2014,2014,9,8,908.4319458007812
45089,Other,USD,2014-02-14 08:30:00,1250.0,2014-01-21 17:09:26,1870.0,successful,50,US,1870.0,"""Tom Tsai's """"MEAN"""" New York Tour -- Feb/March 2014""",23,37.4,2014,2014,2,1,4941.07470703125
45099,Publishing,USD,2014-08-31 04:28:25,1500.0,2014-08-01 04:28:25,1.0,failed,1,US,1.0,Edgar Allan Poe: Live On Stage,30,1.0,2014,2014,8,8,-154.071044921875
45123,Film & Video,USD,2012-03-10 20:44:34,6000.0,2012-02-09 20:44:34,6212.0,successful,27,US,6212.0,40 and Leroy Web Series,30,230.07407407407408,2012,2012,3,2,10679.1923828125
45151,Film & Video,USD,2013-03-15 03:00:00,35000.0,2013-02-11 17:30:12,40119.67,successful,374,US,40119.67,SILENCED - A new documentary from Oscar nominee James Spione,31,107.27184491978609,2013,2013,3,2,10566.986328125
45223,Design,USD,2016-05-21 00:00:00,30000.0,2016-04-19 14:00:48,4115.0,failed,72,US,4115.0,The Deer Bong™ - The Most American Thing You Can Drink From,31,57.15277777777778,2016,2016,5,4,7237.54541015625
45246,Other,USD,2015-04-08 22:21:59,300.0,2015-02-22 22:21:59,11.0,failed,2,US,11.0,Helmet Craft,45,5.5,2015,2015,4,2,3034.562744140625
45257,Music,USD,2011-01-26 05:00:37,3000.0,2010-10-28 05:00:37,125.0,failed,2,US,125.0,Xpect the Un-Xpected CD release,90,62.5,2011,2010,1,10,3608.5283203125
45273,Design,USD,2015-05-20 23:00:00,1000.0,2015-04-27 14:30:56,1008.0,successful,49,US,1008.0,Windsor Playing Cards,23,20.571428571428573,2015,2015,5,4,29444.78125
45281,Music,USD,2011-08-26 05:59:00,550.0,2011-06-12 00:56:31,651.0,successful,15,US,651.0,"""""""I'm Having an Affair"""" - Marguerito's Debut Album""",75,43.4,2011,2011,8,6,4904.40771484375
45319,Publishing,USD,2016-05-24 02:03:54,20000.0,2016-04-24 02:03:54,0.0,failed,0,US,0.0,Flicker,30,,2016,2016,5,4,2231.187255859375
45442,Publishing,USD,2012-09-14 07:00:00,2400.0,2012-08-15 00:51:00,3033.0,successful,56,US,3033.0,Contradict - Sharing Religious Contradictions to Find Truth,30,54.160714285714285,2012,2012,9,8,547.1937255859375
45491,Food,CAD,2015-09-23 05:25:00,8000.0,2015-08-24 17:44:37,0.0,failed,0,CA,0.0,New web site,29,,2015,2015,9,8,-50.535850524902344
45636,Publishing,USD,2014-10-17 21:58:38,6600.0,2014-09-17 21:58:38,62.0,failed,4,US,62.0,How to Read Attraction Body Language of Men,30,15.5,2014,2014,10,9,3471.92724609375
45673,Film & Video,USD,2012-10-13 21:57:51,8000.0,2012-10-01 21:57:51,0.0,failed,0,US,0.0,How To Get Funding From A Shark,12,,2012,2012,10,10,2640.59521484375
45808,Fashion,EUR,2016-06-19 12:34:38,70000.0,2016-05-20 12:34:38,0.0,failed,0,Other,0.0,organic keratin hair treatment,30,,2016,2016,6,5,3686.978515625
45853,Design,Other,2015-07-09 14:38:21,500.0,2015-06-09 14:38:21,0.0,failed,0,Other,0.0,I'M MARRIED WITH CHILDREN LEGO STAR WARS BATMAN TV SHOW,30,,2015,2015,7,6,14035.294921875
45894,Film & Video,USD,2011-05-22 04:50:09,6000.0,2011-04-07 04:50:09,6920.0,successful,93,US,6920.0,The Beginning and the End - a new short film,45,74.40860215053763,2011,2011,5,4,9887.3603515625
45924,Technology,USD,2016-04-30 17:41:10,2000.0,2016-03-01 17:41:10,23.0,failed,5,US,23.0,multitube,60,4.6,2016,2016,4,3,3801.640625
46073,Other,USD,2016-10-07 17:35:00,1150.0,2016-09-07 17:35:00,21.0,failed,3,US,0.0,Black Votes Matter 2016,30,0.0,2016,2016,10,9,1297.028564453125
46142,Publishing,USD,2016-04-23 05:00:00,10000.0,2016-03-24 14:34:36,37240.0,successful,1051,US,37240.0,MythosMonsters - A Lovecraft Art Book & Coloring Book,29,35.43292102759277,2016,2016,4,3,3967.142578125
46172,Music,Other,2016-06-10 07:09:23,10000.0,2016-05-11 07:09:23,0.0,failed,0,Other,0.0,Kinchela - Lip Lash,30,,2016,2016,6,5,3650.98974609375
46204,Film & Video,USD,2011-11-03 15:31:23,3500.0,2011-10-20 16:31:23,3511.0,successful,28,US,3511.0,Burn - Narrative Short Film,13,125.39285714285714,2011,2011,11,10,4359.89599609375
46264,Technology,Other,2015-09-26 21:24:07,2000.0,2015-09-01 21:24:07,605.0,failed,4,Other,71.7193862,VirWind: Virtual Reality Wind!,25,17.92984655,2015,2015,9,9,2860.0068359375
46334,Music,USD,2012-03-13 20:21:21,4000.0,2012-01-13 21:21:21,4371.0,successful,62,US,4371.0,Help Boo City go to South by Southwest in Austin TX!!,59,70.5,2012,2012,3,1,372.4222106933594
46461,Games,USD,2013-08-31 02:00:00,150000.0,2013-07-28 20:02:49,2576.0,failed,6,US,2576.0,xPirate Boardgame,33,429.3333333333333,2013,2013,8,7,8864.662109375
46469,Film & Video,USD,2015-09-07 23:00:00,30000.0,2015-08-07 04:49:25,1335.0,failed,9,US,1335.0,"""Forever Fighter, a movie by Johnny Rayne""",31,148.33333333333334,2015,2015,9,8,6250.5283203125
46623,Art,USD,2012-07-27 13:10:00,5000.0,2012-06-29 02:58:27,15.0,failed,2,US,15.0,Sock n Boots Adventures,28,7.5,2012,2012,7,6,-2846.92822265625
46741,Fashion,USD,2013-02-15 19:19:38,16500.0,2013-01-11 19:19:38,17055.0,successful,112,US,17055.0,HITSMAN - Neckwear and Leathers Made in the USA,35,152.27678571428572,2013,2013,2,1,9740.51953125
46890,Publishing,USD,2016-06-03 03:45:49,8500.0,2016-05-04 03:45:49,2993.0,failed,52,US,2993.0,Pterosaur Picture Book,30,57.55769230769231,2016,2016,6,5,3993.692138671875
46967,Film & Video,USD,2011-07-04 06:59:00,2478.0,2011-06-08 02:16:45,2570.0,successful,39,US,2570.0,Feed Ellie's Head!,26,65.8974358974359,2011,2011,7,6,7215.86962890625
47009,Technology,EUR,2016-11-18 21:00:00,10000.0,2016-10-19 11:51:46,832.0,failed,12,Other,0.0,FlexBoxFX: JavaFX port of CSS3 flexbox layout manager,30,0.0,2016,2016,11,10,934.1560668945312
47016,Design,USD,2014-09-12 15:10:53,69000.0,2014-08-13 15:10:53,282.0,failed,7,US,282.0,SerenityShowerAdapterProject,30,40.285714285714285,2014,2014,9,8,7157.52880859375
47189,Games,EUR,2016-11-15 11:59:40,10000.0,2016-10-15 11:59:40,2148.0,failed,46,Other,952.06538902,Wizards and Unicorns,31,20.697073674347827,2016,2016,11,10,18757.427734375
47338,Film & Video,USD,2012-08-18 19:55:34,500.0,2012-07-19 19:55:34,601.0,successful,18,US,601.0,String Along,30,33.388888888888886,2012,2012,8,7,3432.979248046875
47417,Photography,GBP,2016-02-29 01:56:44,3500.0,2016-01-30 01:56:44,0.0,failed,0,GB,0.0,Image Wales,30,,2016,2016,2,1,876.513916015625
47425,Technology,USD,2015-02-21 05:59:00,2500.0,2015-01-18 22:50:58,2670.0,successful,106,US,2670.0,Subscription Box Service for Tween Girls,33,25.18867924528302,2015,2015,2,1,3050.297119140625
47443,Film & Video,USD,2011-06-02 03:00:00,100.0,2011-05-29 02:32:24,105.0,successful,4,US,105.0,i48-Red Kettle Team,4,26.25,2011,2011,6,5,1470.1226806640625
47561,Publishing,USD,2013-03-10 22:35:05,2500.0,2013-02-08 23:35:05,20.0,failed,1,US,20.0,Food. Love. Stilettos: Recipes for Loving Yourself...,29,20.0,2013,2013,3,2,4809.6025390625
47639,Music,USD,2011-09-17 23:30:16,3000.0,2011-08-03 23:30:16,4114.3,successful,66,US,4114.3,"""Kingston 530 to Release Debut Album """"Long Time Coming""""""",45,62.33787878787879,2011,2011,9,8,3774.2236328125
47725,Publishing,USD,2013-05-18 23:02:18,30000.0,2013-04-17 23:02:18,13605.0,failed,104,US,13605.0,THE REMEMBER ME PROJECT,31,130.81730769230768,2013,2013,5,4,3772.609130859375
47782,Art,USD,2013-06-22 03:00:00,2400.0,2013-05-20 23:57:38,2420.0,successful,32,US,2420.0,IFAM's Monsterobot Rodeo at the Coney Island Mermaid Parade,32,75.625,2013,2013,6,5,5468.44287109375
47789,Theater,USD,2011-11-06 07:59:00,4000.0,2011-10-16 20:06:16,726.0,failed,23,US,726.0,California Love: The New Hope-Filled Original Musical,20,31.565217391304348,2011,2011,11,10,1228.8060302734375
47829,Music,USD,2014-12-07 19:00:56,3500.0,2014-11-07 19:00:56,3510.0,successful,27,US,3510.0,Street Champion,30,130.0,2014,2014,12,11,2696.47900390625
47919,Music,USD,2010-10-08 23:25:12,5000.0,2010-09-02 23:25:12,5339.0,successful,96,US,5339.0,Shenandoah Davis makes a new record!,36,55.614583333333336,2010,2010,10,9,11284.7275390625
48004,Publishing,USD,2016-03-30 08:10:40,3000.0,2016-02-29 08:10:40,3256.0,successful,75,US,3256.0,Helicon West Anthology,30,43.413333333333334,2016,2016,3,2,11484.9912109375
48022,Comics,USD,2015-11-27 22:40:17,9780.0,2015-10-28 21:40:17,552.0,failed,19,US,552.0,Digital Slang Graphic Novel - Episode #1 The Proxy War,30,29.05263157894737,2015,2015,11,10,15861.765625
48092,Technology,USD,2015-09-24 19:53:57,10000.0,2015-08-25 19:53:57,0.0,failed,0,US,0.0,Web-based Digital Trip Collage,30,,2015,2015,9,8,3538.8857421875
48124,Art,USD,2012-07-12 02:10:12,2000.0,2012-06-15 02:10:12,2087.0,successful,50,US,2087.0,TIPSTART,27,41.74,2012,2012,7,6,3358.19287109375
48144,Art,Other,2015-09-03 21:30:41,5500.0,2015-08-04 21:30:41,5520.0,successful,44,Other,4031.2362384,BAD SaNdY LES NYC 2015,30,91.61900541818181,2015,2015,9,8,1529.605712890625
48153,Music,USD,2014-04-25 04:24:45,4000.0,2014-03-28 03:24:45,75.0,failed,1,US,75.0,We support Reggae music - Akasha,28,75.0,2014,2014,4,3,3540.99169921875
48160,Film & Video,USD,2011-09-10 18:05:45,1500.0,2011-07-12 18:05:45,0.0,failed,0,US,0.0,Give Up - Music Video,60,,2011,2011,9,7,785.48046875
48210,Games,GBP,2015-02-07 08:45:39,10000.0,2015-01-07 08:45:39,13856.0,successful,246,GB,21145.51426336,DRCongo: Hope out of Horror.,31,85.95737505430894,2015,2015,2,1,10605.623046875
48242,Music,USD,2014-05-20 08:59:00,11800.0,2014-04-21 21:44:57,12791.0,successful,222,US,12791.0,Debut LP:  FARALLONS,28,57.61711711711712,2014,2014,5,4,5286.3271484375
48351,Other,Other,2016-11-28 04:34:11,250000.0,2016-11-18 04:34:11,2300.0,failed,2,Other,0.0,Apoyo Periódico Regional De Jalisco,10,0.0,2016,2016,11,11,424.48590087890625
48422,Other,USD,2015-09-27 01:47:57,500.0,2015-08-28 01:47:57,2199.0,successful,47,US,2199.0,3D Pop-up cards made by those with Special Needs,30,46.787234042553195,2015,2015,9,8,-46.67827606201172
48512,Music,GBP,2015-11-18 23:10:19,1500.0,2015-10-19 23:10:19,45.0,failed,2,GB,69.4811151,Sharp Rain Music - Video Game Music + Metal!,30,34.74055755,2015,2015,11,10,2272.53466796875
48603,Technology,USD,2016-10-22 20:10:01,40000.0,2016-09-22 20:10:01,1.0,failed,1,US,0.0,"""Dubtrack.FM: Share and discover music, together""",30,0.0,2016,2016,10,9,46445.44140625
48711,Music,USD,2010-12-09 10:31:24,500.0,2010-11-09 10:31:24,11.0,failed,2,US,11.0,White River Junction | An Album,30,5.5,2010,2010,12,11,4311.07470703125
48727,Music,USD,2015-04-05 17:30:30,50000.0,2015-02-04 17:30:30,0.0,failed,0,US,0.0,Artist: HD | Music Launch Fund,60,,2015,2015,4,2,2067.0986328125
48896,Design,USD,2012-08-18 21:04:06,4500.0,2012-06-19 21:04:06,8673.01,successful,544,US,8673.01,SoundBender™ Magnetic Power-free Amplifier for iPad® 2&3!,60,15.943033088235294,2012,2012,8,6,30291.1328125
49002,Photography,USD,2014-08-30 20:58:42,10000.0,2014-07-31 20:58:42,0.0,failed,0,US,0.0,SIL Shoots America Tour,30,,2014,2014,8,7,5317.421875
49006,Games,GBP,2015-08-28 19:25:17,3000.0,2015-07-29 19:25:17,6827.0,successful,270,GB,10628.74131777,Fablestone Dice: Bone Origins,30,39.36570858433333,2015,2015,8,7,10580.48828125
49036,Technology,USD,2015-03-18 22:31:00,1200.0,2015-02-16 23:32:22,1.0,failed,1,US,1.0,#paperless,29,1.0,2015,2015,3,2,5549.556640625
49396,Publishing,USD,2011-09-11 03:48:22,800.0,2011-08-13 03:48:22,1113.0,successful,32,US,1113.0,"""Food, Farming and Migration in Oaxaca: A Narrative""",29,34.78125,2011,2011,9,8,4527.412109375
49433,Publishing,GBP,2014-12-16 15:36:02,2875.0,2014-10-17 15:36:02,150.0,failed,9,GB,239.882937,A Song for Captain Fenland - my first poetry collection,60,26.653659666666666,2014,2014,12,10,-576.2213134765625
49617,Film & Video,USD,2013-03-09 22:00:00,100000.0,2013-01-10 22:45:07,114758.45,successful,811,US,114758.45,Cowboys & Engines: A Steampunk Film,57,141.50240443896425,2013,2013,3,1,1724.3297119140625
49618,Film & Video,USD,2014-03-29 18:44:56,5000.0,2014-02-27 19:44:56,34.0,failed,1,US,34.0,The Understanding,29,34.0,2014,2014,3,2,4886.1142578125
49748,Technology,USD,2014-10-14 22:35:48,1000.0,2014-09-17 22:35:48,51.0,failed,3,US,51.0,A hands-on Android & iOS app cloud code course,27,17.0,2014,2014,10,9,4356.2578125
49787,Technology,GBP,2015-07-20 22:56:39,500.0,2015-06-20 22:56:39,280.0,failed,15,GB,444.8172428,Motion & Face Detector on the Raspberry Pi with Python,30,29.65448285333333,2015,2015,7,6,5850.28955078125
49895,Publishing,USD,2013-12-26 13:11:42,10000.0,2013-11-26 13:11:42,8.0,failed,1,US,8.0,Jumpstart an author's career,30,8.0,2013,2013,12,11,2142.312744140625
50004,Design,EUR,2016-03-24 14:52:11,15000.0,2016-02-23 15:52:11,95095.0,successful,781,Other,105669.91680245,THE 2-IN-1 SWIM SHORTS - The World's Most Comfortable Shorts,29,135.30078975985916,2016,2016,3,2,2457.974365234375
50030,Film & Video,USD,2013-05-10 21:00:00,2500.0,2013-04-24 22:04:28,425.0,failed,7,US,425.0,Arrival of the Starling,15,60.714285714285715,2013,2013,5,4,2833.230712890625
50036,Art,USD,2014-11-16 19:21:06,5000.0,2014-10-22 19:21:06,21.0,failed,2,US,21.0,The Jacob Fischer Photography Funding Project,25,10.5,2014,2014,11,10,2184.2568359375
50069,Film & Video,USD,2015-02-20 17:14:50,18000.0,2015-01-21 17:14:50,4380.0,failed,16,US,4380.0,Our Story-Women of Offroad,30,273.75,2015,2015,2,1,3346.0498046875
50077,Publishing,USD,2014-12-31 10:30:00,1400.0,2014-12-02 05:40:14,1560.0,successful,35,US,1560.0,Love Heals,29,44.57142857142857,2014,2014,12,12,1424.7373046875
50078,Comics,USD,2013-08-02 20:51:17,1150.0,2013-07-03 20:51:17,13639.75,successful,302,US,13639.75,Ben Dunn's Paper Dreams Drawings and Sketchbook,30,45.16473509933775,2013,2013,8,7,4144.7509765625
50081,Fashion,GBP,2013-10-08 19:36:03,15000.0,2013-08-09 19:36:03,20.0,failed,1,GB,30.9025396,Bokumaro Hip Hop T-Shirt,60,30.9025396,2013,2013,10,8,-904.1492919921875
50096,Film & Video,USD,2011-05-04 00:59:57,25000.0,2011-02-02 00:59:57,1100.0,failed,5,US,1100.0,Starfist (short film),91,220.0,2011,2011,5,2,57508.83203125
50121,Photography,EUR,2015-09-23 19:10:35,2000.0,2015-08-24 19:10:35,30.0,failed,1,Other,34.1621838,Escaping the flatlands.,30,34.1621838,2015,2015,9,8,1404.1455078125
50176,Design,USD,2014-05-02 15:33:14,30000.0,2014-04-02 15:33:14,7061.0,failed,46,US,7061.0,Satellite Slider for DSLR Cameras,30,153.5,2014,2014,5,4,10205.8466796875
50212,Food,USD,2013-05-16 03:17:56,10000.0,2013-04-16 03:17:56,10926.0,successful,180,US,10926.0,BRICK CITY FARM,30,60.7,2013,2013,5,4,4185.2880859375
50327,Art,Other,2016-02-04 12:44:40,1000.0,2016-01-05 12:44:40,2055.0,successful,15,Other,232.5227568,Swear Adult Coloring Book,30,15.501517119999999,2016,2016,2,1,1017.0377197265625
50334,Film & Video,USD,2011-01-12 00:50:08,50000.0,2010-10-29 00:50:08,0.0,failed,0,US,0.0,Vegas Kings: A Feature Length Film,75,,2011,2010,1,10,2256.705078125
50427,Film & Video,USD,2010-10-21 06:18:58,750.0,2010-09-06 06:18:58,1040.04,successful,31,US,1040.04,I'll Be Seeing You (A USC Student Production),45,33.549677419354836,2010,2010,10,9,197.55368041992188
50441,Fashion,Other,2016-07-19 09:03:18,5000.0,2016-06-21 09:03:18,6077.0,successful,47,Other,3237.23054336,Stretch-Lacing Technology Meets Luxury Fashion,28,68.87724560340425,2016,2016,7,6,5061.19091796875
50465,Technology,USD,2015-08-29 18:12:21,50000.0,2015-07-30 18:12:21,0.0,failed,0,US,0.0,The Creative Terminal NJ,30,,2015,2015,8,7,3521.236083984375
50478,Film & Video,USD,2011-11-06 02:36:41,1500.0,2011-10-07 03:36:41,350.0,failed,6,US,350.0,The Sinner Act II Fundraising Program,29,58.333333333333336,2011,2011,11,10,4177.6728515625
50521,Food,GBP,2013-04-06 18:34:37,5000.0,2013-03-07 18:41:02,186.13,failed,19,GB,281.9100764487,Real Kabuli™ – delicious and authentic Afghan chilli sauce!,29,14.837372444668421,2013,2013,4,3,13308.0439453125
50586,Art,Other,2015-12-04 08:24:23,500.0,2015-11-24 08:24:23,520.0,successful,14,Other,373.2851304,Zombie Trotsky,10,26.663223600000002,2015,2015,12,11,-296.396728515625
50626,Technology,USD,2015-09-19 01:44:28,100000.0,2015-08-17 01:44:28,100196.0,successful,185,US,100196.0,Lumma: Smart Pill Dispenser,33,541.6,2015,2015,9,8,14992.369140625
50633,Photography,USD,2013-09-08 23:48:59,6200.0,2013-07-24 23:48:59,100.0,failed,1,US,100.0,Simulacra: A non-functional facsimile of the real.,46,100.0,2013,2013,9,7,3616.740234375
50694,Music,GBP,2013-08-04 13:01:30,16894.0,2013-07-05 13:01:30,3362.0,failed,45,GB,5131.68058346,The Whale & Monkey EP (a collaboration of art & music),30,114.0373462991111,2013,2013,8,7,-101.70499420166016
50707,Technology,USD,2014-10-17 17:33:00,30000.0,2014-08-19 19:25:50,1.0,failed,1,US,1.0,Albany Graphics Art Supplies and Social Media Experience,58,1.0,2014,2014,10,8,-22.89451026916504
50776,Other,USD,2012-04-30 21:48:00,1929.0,2012-03-31 06:30:32,232.0,failed,10,US,232.0,Within/Without - Resilience,30,23.2,2012,2012,4,3,3057.891357421875
50849,Design,USD,2014-09-04 13:04:05,30000.0,2014-08-05 13:04:05,42582.01,successful,330,US,42582.01,Air Pakk: Self-Inflating Backpack doubles as pillow & pad,30,129.03639393939395,2014,2014,9,8,6854.1181640625
50894,Design,Other,2014-04-14 22:43:43,15000.0,2014-02-13 22:43:43,15310.0,successful,87,Other,13869.3616103,GoPhone: The iPhone case essential for your GoPro camera kit,60,159.41794954367816,2014,2014,4,2,20027.669921875
